algoritme;Random;standard
1;24676085;24326355
2;24539115;23486835
3;25178555;24277905
4;23156935;24699960
5;22644620;24365280
6;23750055;24052350
7;26629505;23642715
8;24318200;23690400
9;23920560;24018465
10;24950830;23418750
11;24782315;23909310
12;24432080;23603865
13;24552225;23713995
14;24806245;23777715
15;24801405;23967255
16;26305020;23914905
17;25408770;24225855
18;25477650;23562210
19;23384190;24274995
20;26534120;23745780
21;24170950;24069540
22;21970935;23687010
23;24186050;24133215
24;24433800;24233640
25;25896995;23844885
26;24134380;24030690
27;23583215;23884590
28;23758780;23996655
29;22852900;24060090
30;24448895;23940315
31;24551325;24073710
32;25047905;23730150
33;23583795;24341865
34;24126165;23666190
35;24379710;24242115
36;24491860;23725290
37;24309125;24615360
38;24935350;23882430
39;24979535;23382705
40;24294280;23569035
41;22502430;23861790
42;24765705;24378390
43;26000150;23502720
44;23492290;24180855
45;23654535;24159570
46;24518010;24326160
47;24828365;23990520
48;23663070;24796665
49;25125350;23659620
50;26327930;24549540
51;24187825;24244785
52;24296775;24042645
53;24696815;24350580
54;24659175;23969505
55;25645050;24136665
56;23299645;24078765
57;23649505;23738190
58;24441815;23685480
59;25736610;23657175
60;25746295;23838285
61;22682105;24283230
62;23199015;24190830
63;23734955;23985870
64;23587470;24463470
65;26583450;23591295
66;24903295;24023760
67;26880275;23818200
68;26469170;24043350
69;23893575;24386970
70;24296670;24657300
71;25045375;24132300
72;25505850;23765970
73;24638035;23925195
74;24864795;24215865
75;26017580;24271095
76;23296465;23714760
77;24365235;24109200
78;23440370;23446215
79;25726610;23688210
80;26228200;24141015
81;26307560;23779305
82;23037285;24328065
83;26329630;24109275
84;25515980;23780925
85;25742280;23798760
86;25808825;24473355
87;25524655;24221835
88;24462010;24564540
89;23964145;23751885
90;23778970;24116445
91;25928610;24111660
92;24490845;23725800
93;25258925;23387880
94;23597015;23817645
95;24640410;23664900
96;24956065;23823240
97;24448355;24584175
98;25359140;23553825
99;25271350;23873895
100;25281740;24553665
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount
algoritme;score;housecount